customer_id,review_id,product_id,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,year,month
43357025,R3M0JKAJ6MB493,B0052G51AQ,5,0,1,N,Y,but it heats quickly and is very easy to clean, you ca n't use cook feature timer go machine heat quickly easy clean,2015-08-16,2015,8
47563179,RE5FI6X7K940Q,B0055UBB4O,5,0,0,N,Y,Five Stars, got sooner thank,2015-08-15,2015,8
52927350,R4IVJK585QSVN,B000W3JHHM,4,0,0,N,N,This has been a good microwave for us, this good microwave u sure paint peel inside u 2-3 year scrap need cooking the thing really like styling front completely match jenn-aire stove right cooking wise fine heavily use many year it reach end life struggle find replacement fit space match stove,2015-08-15,2015,8
45699801,R191WJ8DHZTEB3,B00EU7AMX4,1,6,9,N,Y,it looks like it is cooking but the water is at room ..., it come slightly damage main problem heat function try heat cup water microwave express look like cook water room temperature second then try function none work the surface light vent fan work fine really try install now trouble remove install another one. br br order amazon contact seller home care company since saturday wait two work day get respond home care company sure happen recommend buy product buy online,2015-08-15,2015,8
21251181,RX0KIGMX2MNAG,B0043GDSR4,5,0,0,N,N,So far so good!, 3yrs counting so far good,2015-08-13,2015,8
9762969,R33QQZWE5WZ1MK,B0073YCGK8,5,1,1,N,Y,Easy install.  Looks great.  Works great., lighter ge one replace easy simple use touchpad installation easy best come installation appliance usually pay someone previous review indicate simple right you need people ready lift hang place,2015-08-13,2015,8
33552683,R2XD9H8S4VPDDT,B00NG0FP7E,5,3,4,N,Y,"Great microwave, I would purchase again.", install really easy microwave look work great the button really touch sensitive seem clean easily,2015-08-13,2015,8
15901046,R2OXNE998ILXLZ,B007V7G5TU,1,0,0,N,Y,Amazon reviews were misleading., one bad amazon purchase hate microwave deeply regret purchasing it giant heavy sits crook flat surface heat food unevenly you get way good less money shocked usually amazon review spot,2015-08-12,2015,8
32907120,R1CXMZHGT72D65,B00NG0FP7E,5,0,1,N,Y,Five Stars, just instal part easy,2015-08-12,2015,8
121139,RUXO2SYPJHRAR,B0055UBB4O,4,0,1,N,N,Pretty good so far. . ., after read review expensive upmarket brand microwave like lg panasonic go local canadian wal mart see had. br br the first thing notice one completely stainless steel front and back outside inside around it look like professional food service microwave to stainless steel interior easy clean white painted one. br br we hear microwave oven n't last like use one low quality unbranded otr one mobile home moment new still work well ever another lg watt rv also good runner writing july br br we n't want spend lot money microwave go last couple year well danby two year replacement warranty if die time either get new one refund money spend one fair enough thou read,2015-08-11,2015,8
13920155,R1DDJOZCYZBOT9,B00009V3X6,5,2,3,N,Y,I couldn't enjoy our travels in our RV if I didn't have ..., could n't enjoy travel rv n't sharp convection/microwave oven love,2015-08-11,2015,8
42272630,R2A9T9J3IZ5H5E,B002I9QFNC,1,6,6,N,N,Won't be buying Bosch again..., 've microwave month already handle break apparently like everyone else 's dealing bosch customer service group horrible require like phone call get replacement part order warranty want tech install finally convince send part free could install after remove plastic trim inside discover screw hold top part handle behind metal piece seem impossible remove drill metal able get whew,2015-08-10,2015,8
35553621,R3EPBXK1X7BZDI,B0073YCGPI,5,0,0,N,Y,Excellent Microwave -- does the job!, excellent product -- job one home old over-the-stove unit fail rental immediately order another a thing tricky install easily quickly resolve tenants happy 'm happy in case old unit limit functionality whirlpool several feature new real benefit,2015-08-10,2015,8
39828584,R1HFUJLGGZLA2X,B00NN136NQ,5,0,0,N,Y,Five Stars, love,2015-08-09,2015,8
12284007,R1SGRCSYQEMI0F,B001QFYDSI,5,0,0,N,Y,Great drawer microwave, we really like look microwave we use model last home like new home build choose model instal new kitchen we never issue it classy look large enough casserole dish heat well,2015-08-09,2015,8
17681666,R198VUDI60EYSE,B008MD2RH6,2,4,4,N,Y,microwave worked fine when I bought back in March '15, microwave work fine buy back march '15 day ago would turn will buy danby microwave,2015-08-09,2015,8
15944240,R2VDH787K2ZDVS,B0052G51AQ,2,2,3,N,Y,to the point where it's annoying. If I had known this before I purchased ..., when close door very loud point 's annoy if know purchase would buy expensive one deal noise every time close the plastic cover button already ripping less year other work fine,2015-08-09,2015,8
11216874,RJSZGT70TBDBX,B0055UBB4O,4,0,1,N,Y,Still in the box, purchased college student use yet still original box looks nice however,2015-08-09,2015,8
24044335,R1LKTKXR8G1437,B00012ORT2,5,0,1,N,Y,Five Stars, awesome,2015-08-09,2015,8
5679534,R2UDBTRZJPU09T,B007V7G5TU,3,0,0,N,Y,but it is a little slow and worse of all it has no way to quickly add ..., microwave reheat function work well little slow bad way quickly add second minute you must always either select mode manually enter cook time start,2015-08-08,2015,8
2715832,R2487ZJ2GCE02N,B0052G14E8,5,0,0,N,Y,Five Stars, very good item,2015-08-07,2015,8
16496840,R33PO0Y4KJSRIB,B005GSZB9Q,5,0,0,N,Y,Love it!, reluctant get microwave limited counter space tiny apartment talk need microwave but realize convenient one find one 's right size 's know get but n't let size fool fit full sized dinner plate five star sleek design function love,2015-08-06,2015,8
16779914,R32U84HFYW9RAB,B004ZUWBVW,5,0,0,N,Y,"Great price, great microwave", the microwave 's suppose easy use like express setting press single digit automatically put amount minute it great urban kitchen need for small kitchen n't take much space bring flight stair nice light really compact heat food well great price,2015-08-06,2015,8
18164108,R243KI1FG0AU9V,B004NXUJ60,4,2,2,N,Y,Very good but smelly, our microwave work fine number rusty spot clean inside really well sand spot bare metal there enough paint cover spot well put light layer remainder interior i.e give uniform color appearance the issue take week air you could still smell couple week later but eventually go away overall 'm happy the 10-yr microwave continue work well look nice,2015-08-05,2015,8
37140085,R2WZZTZYTMETND,B00NQFSSWS,5,2,2,N,Y,A real beauty!, what beautiful micro love works great,2015-08-05,2015,8
13834456,R3E7YAWJUADFEN,B0055UBB4O,4,0,0,N,Y,Very satisfied, for low price work well compact nice look,2015-08-05,2015,8
16390693,R2DJ78G40RCH9Z,B005GSZB3M,5,0,0,N,Y,excellent!, excellent love shape size perfect small kitchen,2015-08-04,2015,8
41449260,RN8OH8WQQAE3Z,B007V7G5TU,5,0,0,N,Y,Better than expected!, had heard brand was little unsure purchasing really nice look quiet great value,2015-08-04,2015,8
38581912,R1J4VBBQ7CY8LY,B0073YCGK8,1,4,6,N,N,Whirlpool has turned into garbage," after two year microwave start arc start look replace hv diode hv capacitor part damage magnetron go bad it cheap replace whole microwave order part fix truly disappointed whirlpool product the match whirlpool gold french door fridge buy time almost 1,000 worth repair after two year these cheaply make disposable piece garbage",2015-08-04,2015,8
1103910,RRC3S9SHXY1XP,B0073YCGPI,5,0,0,N,Y,Five Stars, good,2015-08-04,2015,8
35729606,R2S6C5PBXVCHFD,B0055UBB4O,5,0,0,N,Y,Five Stars, this best efficient little microwave ever,2015-08-04,2015,8
993508,R1RCBMXTERHOHJ,B00012ORT2,5,0,1,N,Y,Five Stars, easily instal attractive operate easily,2015-08-03,2015,8
14065351,RTRM5DKF96E9D,B005GSZB9Q,5,0,0,N,Y,This is the perfect size for the space we have and I think ..., this perfect size space think 's one fit and good quality,2015-08-02,2015,8
17321040,R32N9OYUHZYHKB,B00NG0FP7E,2,21,22,N,Y,Not very happy with the new design, old version 2083st stop work replace microwave identical size old model exist. br br two aspect problematic prior model one mount screw locate wrong position thankfully wall bracket one screw align perfectly so drill one screw however two screw symmetrical i..e distance side microwave different this bad engineering center gravity center. br second interior grey see food cooking moreover bottom outside panel tint black unless ft tall see dark interior small light. br further microwave arrive mount bracket locate top microwave carton bent thankfully old one use it. br overall disappoint lg design backward compatibility old model,2015-08-02,2015,8
36366886,R39MLY03O5BEIB,B0052G51AQ,4,0,0,N,Y,Four Stars, wonder ever produce microwave beep,2015-08-02,2015,8
197189,R24L0SMFBBZ6HY,B00NQFSSWS,5,0,0,N,Y,Five Stars, happy,2015-08-01,2015,8
20539817,R30L6DPZXQ6JDR,B007V7G5TU,5,0,0,N,Y,Looks great. Works great, looks great works great 've use since may probably daily n't issue it 's stainless inside well wipe clean easily food beverage seem heat evenly great deal,2015-08-01,2015,8
16297085,R3B1AXP92P40OK,B00NN136NQ,5,0,0,N,Y,Five Stars, love versatality oven,2015-08-01,2015,8
280305,R199R4XPI71OP6,B007V7G5TU,4,0,0,N,Y,Great Microwave., it 's large heat food quickly easy use only star 's size make sure room mine fridge make push button open door ideal rather pull door handle,2015-08-01,2015,8
19177520,R24NEPZ4WFT7C0,B00EU7AMX4,5,2,2,N,Y,We've been very happy with this, we 've happy not sure like dial first able dial extra time quick efficient,2015-08-01,2015,8
50523787,R1PIZ8HOJNUTAF,B007V7G5TU,1,0,0,N,Y,PoS, receive microwave n't even work n't original packaging would n't refund brilliant lol,2015-07-31,2015,7
33249410,R2B33BCFFCQ4DW,B0052G14E8,4,0,1,N,Y,Good value for price, low power get job good value money as den microwave small office microwave perfect excellent value takes bit long large unit due low power work well,2015-07-31,2015,7
13197869,R23V86M1E49J6O,B00NQFSSWS,5,0,0,N,Y,Sleek Samsung microwave with grill/combi feature, prompt delivery great look microwave wait try grill function already go instruction book familiarize functionality,2015-07-31,2015,7
45652326,R2E1MRFF2ETWMV,B007V7G5TU,5,0,0,N,Y,Five Stars, great product,2015-07-30,2015,7
177021,R7AL22LD3THYB,B0052G14E8,3,0,0,N,N,good product for the price, look nice far work great good deal price,2015-07-30,2015,7
11879950,R3RHTF0LIO1OBB,B0052G14E8,1,0,0,N,Y,Disappointed, purchase microwave january in july microwave completely stop working the whole microwave stop work clock everything want get money back most microwave last year microwave last year to microwave last month disappointing,2015-07-28,2015,7
48892420,R1AJIP6XR52IJV,B005GSZB3M,5,3,3,N,Y,The most adorable little microwave around, use microwave reheat coffee buy new house n't microwave kitchen kind like meh biggie however several weekend cold coffee cave go look small microwave would look cute kitchen counter without take much space am so freaking happy with this it 's literally adorable microwave could ever want if cook microwave n't best option but 're look something heat beverage reheat something small guy great have mention cute,2015-07-28,2015,7
46912055,R23Q0HY498I6ZP,B0055UBB4O,4,0,0,N,Y,Just the right size, we replace over-the-range microwave range hood we need small microwave install pantry fit bill it hold plate multiple power level cooking use mostly rewarming it take twice long old microwave 's okay one feature really like one-touch button speed cooking start zap something second high minute minute etc that quick handy,2015-07-27,2015,7
47026253,R2CJ5TXV3GIRDY,B007V7G5TU,1,1,2,N,Y,Microwave Died within Six Months, buy microwave parent christmas after six month die my father attempt get refund process past month keep give run around do n't buy product,2015-07-27,2015,7
18232646,R2L4EY0P304JL8,B00NG0FP7E,4,11,14,N,Y,Nice looking, this nice look unit it arrive right schedule well package damage plus feature seem work particularly like fan seem quiet old unit my complaint note couple others installation instruction screw wrong place fortunately n't install pro -- micro would way back home the unit match lg appliance 'm pretty happy 'll update 've use micro ta y'all,2015-07-27,2015,7
47026587,R3MIJAFRTBPML3,B005GSZB3M,4,0,0,N,Y,Four Stars, not power-horse great space tiny kitchen,2015-07-27,2015,7
36230222,R3E421W44VLOGE,B002I9QFNC,2,4,4,N,N,Handle broke - Common issue, this microwave decent today the plastic piece hold handle extremely thin after year two light/normal use break if read review see others complain issue the part cost around 'm sure replace back screw cover door annoying,2015-07-26,2015,7
36296338,R3WP6JWEIUWIA,B0052G14E8,5,0,0,N,Y,Five Stars, it work fine,2015-07-26,2015,7
42813510,R2BODWYT9PR3JB,B005GSZB3M,5,0,0,N,Y,This unit is unusual and special due to its vertical dimensions., need vertical microwave fit special spot galley this unit prove power interior space meet need,2015-07-25,2015,7
48814570,RYOE2GLDD0U0X,B00DUZ8LBW,5,0,0,N,Y,Excellent part, excellent quality fixed microwave learned mfg offer year warranty,2015-07-25,2015,7
20727132,R1KHFT5CGKK48W,B0055UBB4O,1,2,2,N,Y,Terrible microwave. doesn't heat the food yet the outside ..., terrible microwave n't heat food yet outside microwave get hot never microwave get hot outside work supplier replace,2015-07-25,2015,7
794027,R2D7WQTXCQ18T6,B007V7G5TU,3,0,0,N,Y,Three Stars, the microwave fine shipping terrible,2015-07-25,2015,7
35489710,R2ZYJNJLVR8CP0,B00NQFSSWS,5,11,12,N,Y,Read The Manual And You Will Be Rewarded!, bit concerned read rating take plunge -- 'm glad it everything good good advertised as product manual could stand extra effort simplification n't read peril both wife pleased product hope last long original samsung year,2015-07-25,2015,7
46084782,R3P9DLH7MBKD1M,B007V7G5TU,3,0,0,N,Y,"Does the job, but not Elegant", first 's pretty big something consider live nyc apartment second door make pretty loud noise close door third 's noise come unit sound like glass plate shake every time use overall heat food that 's really need,2015-07-24,2015,7
15008761,RL1QISLPTAI4,B0052G51AQ,4,0,0,N,Y,Good value, getting good use small office work well seems well build hold well tough environment good value,2015-07-24,2015,7
1110711,R3K2D443JAU9RW,B0052G14E8,5,0,0,N,Y,Five Stars, good,2015-07-24,2015,7
27388387,R1BR2L4W12N06P,B005GSZB3M,5,0,0,N,Y,"Small space, big job.", this great little addition the plate large large microwave fit small space -- case corner,2015-07-24,2015,7
15825362,R3IKOSBYNYQXBP,B0052G14E8,5,0,0,N,Y,Works as expected and seem to do the job!, simple basic microwave works expect job perfect limited space countertop,2015-07-24,2015,7
51914671,R3B2XBII0AQEFS,B0055UBB4O,5,0,0,N,Y,Five Stars, received product described expeditiously a++++,2015-07-23,2015,7
45697848,R7GHMJIK7ZYZQ,B0055UBB4O,4,0,0,N,Y,So far so good ..., just month issue particular shortcoming nothing really outstanding work reasonable microwave,2015-07-23,2015,7
50098916,RL3IWA2QSALS8,B0055UBB4O,3,0,0,N,Y,It's a microwave. The buttons feel cheap. Also ..., it 's microwave the button feel cheap also purchase go somewhere see microwave cubic foot literally ca n't even microwave hamster 's small,2015-07-23,2015,7
4340021,R1LD5M4RE6WLCE,B005GSZB9Q,5,0,0,N,Y,Five Stars, super,2015-07-23,2015,7
29450874,R16Q3SEKYGVNE6,B0055UBB4O,5,0,0,N,Y,Great little microwave!, love microwave it fit perfectly area want want simple small microwave fit bill most microwave large many bell whistle it attractive want stainless match appliance another danby product dehumidifier find danby good product in one review read say microwave slide open door n't find problem the price great would definitely recommend,2015-07-23,2015,7
23068511,R1JYKFIFTON0K9,B0055UBB4O,5,0,0,N,Y,Great for a small kitchen!, so far good it 's big enough fit large ikea plate n't think would pleasantly surprised n't want sacrifice counter space best option it seem heat pretty well sometimes take little long microwave extra minute n't big deal for size price 's fantastic buy. br br edit just think 'd update it 's year 's still go strong no issue whatsoever it work well purchase,2015-07-22,2015,7
44515751,REKNRPIWYQC90,B0052G51AQ,4,0,0,N,Y,Four Stars, it 's ok,2015-07-21,2015,7
44777267,R2UL1AD92GYETH,B0052G51AQ,4,0,0,N,Y,Four Stars, perfect backroom very pleased product,2015-07-21,2015,7
34272312,R10L8O0TS6FAG4,B003KI1W3I,4,0,0,N,Y,I can have microwave popcorn again, what say part fit specific application it replace broken turntable motor microwave now microwave n't burn thing one side leave rest cold so 's great microwave works the motor considerably cheap get new microwave best thing it. br it easy swap cover remove bottom microwave getting turntable motor counter top microwave take chisel snip etc cut tab hold cover panel sheet metal bottom oven then 's case remove one screw unplug connector just reverse process back place business the cover plate may need screw hold place reassemble microwave it n't include motor easy enough find hardware store scavenge old unused electronics,2015-07-21,2015,7
47158665,R1WS8X1AG8C5MN,B005GSZB3M,5,0,0,N,Y,Five Stars, excellent,2015-07-21,2015,7
49804763,R2M9JER1R33XNZ,B0055UBB4O,5,0,0,N,Y,Five Stars, works well,2015-07-21,2015,7
46247934,R2NR0KJ8SLR2WL,B001QFYDSI,1,0,0,N,N,Great concept but horrible quailty and customer service. Buyer Beward, this microwave instal builder new home year month later 's totally died suddenly quit cooking odd smell kill power unit sharp zero help representatives give indication safety issue perhaps something could stick gun warranty repairman blame motor board that repair last even year thing happen burning smell quit work new repair company fix month later unit pick chooses decide work door pop open push start button wo n't work closes open it 's ridiculous loved concept seem work fine year totally ridiculous microwave price range n't last our next door neighbor microwave 's broke within first year issue hoping repairman fix n't seem like many alternative get something similar n't part make sharp update year new home 4th repair microwave buyer beware,2015-07-21,2015,7
2959773,R9ECQ1ZR56HC2,B0052G51AQ,4,0,0,N,Y,Great microwave, microwave month work perfectly the setting front easy use regularly use second option start button cook evenly watts good enough everything cook like fact light open door think beep end cooking excessive like fact reminder beep minute plenty item need sit microwave minute cook reminder beep annoy personal preference though it big enough take dinner plate still nice size small kitchen like look clean line knock star door button need lot pressure open microwave slide away unless hold hand perhaps put microwave non-slip mat would solve issue,2015-07-19,2015,7
2350154,R3OQ1KN5DVJ89D,B007V7G5TU,4,0,0,N,Y,So far so good! I'm not enamored with the constant beeping when ..., so far good 'm enamor constant beeping thing one kid use allow give evil stare ask use microwave when look buy new one evil redheaded stepchild relax check specific machine he say identical however one slightly large performs much faster one replace still problem wonder old one take much long perform thing,2015-07-18,2015,7
2193811,RAPJI82JLVHI1,B0052G14E8,1,1,1,N,Y,Poor quality, dont buy br the button defective month,2015-07-18,2015,7
17282479,R3TC2LG93ZKSXR,B008F07MPS,5,4,7,N,Y,As the wiseman said I have a happy life when I have a happy wife, we olver range model house leave downsize apartment this countertop model one leave behind as wiseman say br happy life happy wife,2015-07-17,2015,7
15147619,R1ZWVVTCOWDM71,B00NXRHIO8,5,3,5,N,Y,Great little microwave!, great basic little microwave it small basic function need it heat thing thoroughly quickly surprised much hotter big ge,2015-07-17,2015,7
170311,R2WP0WR00QL0V1,B004ZUWBVW,5,0,0,N,N,simple controls, love simple control microwave,2015-07-17,2015,7
23279766,R2QH24GL108GJ8,B004ZU09QQ,5,0,0,N,Y,Could not have asked for anything better, could ask anything well the price cheap microwave work well. br br the door kind hard open when open one hand tend push machine little. br br no issue heating seem work well. br br the sound kind loud..but microwave,2015-07-17,2015,7
2733712,RY4326S1Y1KGT,B0055UBB4O,5,0,0,N,Y,but still great!! I should've just read the dimensions, a little small anticipate still great 've read dimension better,2015-07-16,2015,7
16804601,RQGWL6FSHWCHS,B0052G51AQ,4,0,0,N,Y,Good except for the dang Superman door latch!, very nice microwave good size program button clear easy use the reason give star door closure maybe folk door latch tight hold onto oven push button open door good thing really wish way adjust this-a bit aggravate hang n't shove stand open door and one small note n't figure yet use timer go ahead cook without shut timer old one could find feature miss-have write danby ask 'm miss something seem slow respond update danby take week respond 's feared-you set timer still use microwave cook-oh well definitely gon na miss feature old microwave and make sure check review danby microwave actual model look at-amazon choose lump all danby model review whereas review watt review way seem wide gap review,2015-07-16,2015,7
1755069,R2YLWV5JRVCK78,B005GSZB7I,2,0,5,N,Y,Not small at all!, not expect measurements give true item was surprised big microwave turn very dissappointed think would get small microwave this microwave take much space current one it go back seller,2015-07-15,2015,7
50869768,R3LWJVDVB6KWCV,B004NXUJ60,5,0,0,N,Y,Works As Advertised If You Do Proper Prep Work, works well properly prepare old microwave first degrease sand cleaning tap apply multiple light coat,2015-07-14,2015,7
