,customer_id,review_id,product_id,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_body,review_date,year,month
133,147,125,28,1,0,0,2,1,0.13636363636363635,489686400000.0,2015,7
134,635,409,28,4,0,0,2,1,0.37452380952380954,489686400000.0,2015,7
135,916,187,61,4,0,0,0,3,0.0,489600000000.0,2015,7
136,470,191,47,4,2,3,0,3,0.0,489600000000.0,2015,7
137,560,281,60,4,0,0,0,3,0.525,489600000000.0,2015,7
138,186,789,56,5,2,2,0,3,0.12929971988795516,489600000000.0,2015,7
139,810,123,22,1,3,3,0,0,-0.012499999999999983,489600000000.0,2015,7
140,1211,571,6,4,0,1,2,1,0.39999999999999997,489600000000.0,2015,7
141,1398,292,76,4,0,0,2,1,0.43333333333333335,489513600000.0,2015,7
142,1090,1104,78,1,4,5,2,2,0.11136363636363637,489513600000.0,2015,7
143,1599,1311,13,5,0,0,2,1,0.6666666666666666,489513600000.0,2015,7
144,1223,856,13,4,0,0,2,1,0.06944444444444443,489427200000.0,2015,7
145,375,661,13,1,0,3,2,2,0.0,489427200000.0,2015,7
146,798,184,29,4,6,7,2,1,-0.003703703703703697,489427200000.0,2015,7
147,809,1368,21,5,50,54,2,1,0.06041666666666666,489340800000.0,2015,7
148,1135,653,54,4,1,2,2,1,0.35833333333333334,489340800000.0,2015,7
149,887,250,13,4,0,0,2,2,0.675,489340800000.0,2015,7
150,1251,79,13,4,0,0,2,1,0.23854166666666665,489340800000.0,2015,7
151,31,1367,29,2,5,6,2,1,-0.033333333333333326,489254400000.0,2015,7
152,1240,87,29,3,0,5,2,1,-0.15,489254400000.0,2015,7
153,455,483,13,4,0,0,2,1,0.25,489254400000.0,2015,7
154,23,1520,28,1,0,0,2,1,-0.2111111111111111,489168000000.0,2015,7
155,926,517,8,5,1,3,2,1,0.8,489168000000.0,2015,7
156,1532,757,76,5,0,0,2,1,0.0,489168000000.0,2015,7
157,417,1087,78,1,4,5,2,2,0.14607117688513038,489081600000.0,2015,7
158,1543,1207,17,5,0,1,2,1,0.30357142857142855,488995200000.0,2015,7
159,1571,603,28,4,0,0,2,1,0.2,488995200000.0,2015,7
160,761,1504,54,4,1,1,2,1,0.34285714285714286,488822400000.0,2015,6
161,1096,48,16,5,0,0,2,1,0.8,488736000000.0,2015,6
162,217,232,23,5,3,4,2,1,0.23333333333333334,488649600000.0,2015,6
163,1402,1081,44,4,0,0,2,1,0.08952380952380953,488649600000.0,2015,6
164,634,1486,55,1,0,0,2,2,0.372027972027972,488563200000.0,2015,6
165,392,1205,40,1,0,1,2,1,-1.0,488563200000.0,2015,6
166,434,1286,28,5,0,0,2,1,0.7,488563200000.0,2015,6
167,268,1069,2,5,1,1,2,1,0.4,488476800000.0,2015,6
168,526,1038,30,5,0,0,2,1,0.8,488390400000.0,2015,6
169,670,1316,21,5,2,2,2,1,0.2636363636363636,488390400000.0,2015,6
170,1325,1312,28,5,0,0,2,1,0.4,488390400000.0,2015,6
171,34,5,5,1,0,0,2,2,-0.08181818181818183,488304000000.0,2015,6
172,1421,589,13,5,0,0,2,1,0.30625,488304000000.0,2015,6
173,1315,159,79,5,0,0,2,1,0.16818181818181818,488217600000.0,2015,6
174,1489,47,15,5,0,0,2,1,0.0,488217600000.0,2015,6
175,142,876,13,4,0,0,2,1,0.48333333333333334,488131200000.0,2015,6
176,1475,1320,79,4,0,0,2,1,0.12121212121212122,488044800000.0,2015,6
177,784,131,71,4,2,3,2,1,0.7250000000000001,487958400000.0,2015,6
178,913,515,2,5,2,2,2,1,0.557142857142857,487872000000.0,2015,6
179,1570,130,48,3,0,7,2,1,0.0,487872000000.0,2015,6
180,242,1107,15,5,0,0,2,1,0.8,487872000000.0,2015,6
181,1458,932,48,3,4,4,2,1,-0.49583333333333335,487872000000.0,2015,6
182,535,799,30,2,0,0,2,1,0.3819047619047619,487785600000.0,2015,6
183,1287,221,13,1,0,0,2,1,-0.13333333333333333,487785600000.0,2015,6
184,201,665,0,1,8,8,2,2,-0.02341597796143251,487699200000.0,2015,6
185,1099,1012,12,5,0,1,2,1,0.8,487699200000.0,2015,6
186,1507,657,0,1,1,2,2,2,0.004369918699187012,487612800000.0,2015,6
187,804,84,29,5,0,1,2,1,1.0,487612800000.0,2015,6
188,1381,886,54,5,0,0,2,1,0.30625,487612800000.0,2015,6
189,1410,1567,13,4,1,1,2,1,0.1277777777777778,487526400000.0,2015,6
190,595,235,13,5,0,0,2,1,0.8,487526400000.0,2015,6
191,608,434,54,5,0,0,2,1,0.575,487526400000.0,2015,6
192,614,285,30,5,0,0,2,1,0.9099999999999999,487526400000.0,2015,6
193,1239,1494,15,5,0,0,2,1,0.6125,487267200000.0,2015,6
194,618,778,27,1,1,3,2,2,-0.27840909090909094,487267200000.0,2015,6
195,660,1379,44,4,0,0,2,1,0.425,487180800000.0,2015,6
196,337,110,28,1,0,0,2,1,0.07083333333333335,487180800000.0,2015,6
197,1317,367,16,5,0,1,2,1,0.5222016079158937,487094400000.0,2015,6
198,1107,262,77,5,0,0,2,2,0.24775312650312648,487094400000.0,2015,6
199,1022,1327,28,4,0,0,2,1,0.4166666666666667,487094400000.0,2015,6
200,1184,1299,28,3,1,1,2,1,0.0,487094400000.0,2015,6
201,1484,361,28,1,0,1,2,1,-0.3,487008000000.0,2015,6
202,1371,1148,13,5,0,0,2,1,0.42714285714285716,486921600000.0,2015,6
203,667,1599,67,1,3,3,2,2,0.08,486921600000.0,2015,6
204,1256,564,2,4,2,2,2,1,0.1166666666666667,486835200000.0,2015,6
205,860,1523,76,5,0,0,2,1,0.3525,486835200000.0,2015,6
206,863,350,44,4,0,0,2,1,0.22604166666666667,486748800000.0,2015,6
207,946,479,2,5,3,3,2,1,0.17321428571428574,486748800000.0,2015,6
208,1193,711,16,5,0,0,2,1,0.4964285714285714,486748800000.0,2015,6
209,345,51,30,4,0,0,2,1,0.125,486748800000.0,2015,6
210,601,825,13,4,0,0,2,1,0.7,486662400000.0,2015,6
211,835,495,16,5,0,0,2,1,0.0,486576000000.0,2015,6
212,1093,982,67,1,11,11,2,2,-0.4090909090909091,486576000000.0,2015,6
213,1218,924,76,4,0,0,2,1,0.8,486576000000.0,2015,6
214,1137,326,13,5,0,0,2,1,0.5428571428571429,486576000000.0,2015,6
215,520,708,15,5,0,0,2,1,0.25,486576000000.0,2015,6
216,959,1235,54,5,0,0,2,1,0.8,486576000000.0,2015,6
217,1133,534,79,5,0,0,2,1,0.0,486489600000.0,2015,6
218,1,991,67,1,12,13,2,2,-0.17386363636363636,486403200000.0,2015,6
219,1068,1231,28,2,0,0,2,1,0.052857142857142866,486403200000.0,2015,6
220,1083,655,13,5,0,0,2,1,0.5666666666666667,486403200000.0,2015,6
221,1266,1407,57,4,0,0,2,1,0.7,486316800000.0,2015,5
222,494,487,2,4,1,1,2,1,0.010000000000000009,486230400000.0,2015,5
223,1088,1415,28,4,2,2,2,1,0.3125,486230400000.0,2015,5
224,1358,1383,29,4,0,1,2,1,0.15714285714285717,486230400000.0,2015,5
225,814,491,57,5,0,0,2,1,0.0,486230400000.0,2015,5
226,368,1585,13,5,0,0,2,1,0.8,486230400000.0,2015,5
227,254,509,79,5,3,3,2,1,0.5454545454545454,486230400000.0,2015,5
228,385,1576,13,5,0,0,2,1,0.5444444444444444,486057600000.0,2015,5
229,328,556,2,4,3,3,2,1,0.1125,485971200000.0,2015,5
230,1331,222,12,5,0,1,2,1,0.5,485971200000.0,2015,5
231,1043,444,79,4,0,0,2,1,0.14,485884800000.0,2015,5
232,1143,1145,13,5,0,0,2,1,0.39,485884800000.0,2015,5
233,1173,1200,28,5,0,0,2,1,0.29625,485884800000.0,2015,5
234,596,176,13,3,97,108,2,1,0.3055555555555555,485798400000.0,2015,5
235,1515,493,13,4,0,0,2,1,0.3277777777777778,485798400000.0,2015,5
236,701,488,76,5,0,0,2,1,0.12250000000000001,485798400000.0,2015,5
237,818,1477,54,5,0,0,2,1,0.36000000000000004,485712000000.0,2015,5
238,200,1040,57,5,0,0,2,1,0.3416666666666667,485712000000.0,2015,5
239,1394,1403,57,2,0,0,2,1,0.5428571428571429,485625600000.0,2015,5
240,1534,459,20,2,2,2,2,1,0.21428571428571427,485539200000.0,2015,5
241,1375,1019,74,4,4,5,2,1,0.47000000000000003,485366400000.0,2015,5
242,1070,1524,52,1,0,0,2,2,-0.08125,485280000000.0,2015,5
243,1447,967,28,5,0,0,2,1,0.2,485280000000.0,2015,5
244,1197,832,28,5,0,0,2,1,0.4,485280000000.0,2015,5
245,785,1048,13,5,0,0,2,1,0.011904761904761899,485280000000.0,2015,5
246,811,1063,79,5,0,0,2,1,0.7,485107200000.0,2015,5
247,820,749,30,3,0,0,2,1,-0.09027777777777779,485107200000.0,2015,5
248,1355,1101,57,5,0,0,2,1,1.0,485107200000.0,2015,5
249,487,539,28,3,1,2,2,1,-0.27785714285714286,485020800000.0,2015,5
250,1224,750,13,5,1,1,2,1,0.30833333333333335,485020800000.0,2015,5
251,1542,162,71,1,3,3,2,2,-0.14642857142857146,485020800000.0,2015,5
252,1059,25,48,3,1,1,2,1,0.09583333333333334,484934400000.0,2015,5
253,599,1456,32,2,3,5,2,2,0.10666666666666665,484761600000.0,2015,5
254,1442,696,57,5,0,0,2,1,0.0,484761600000.0,2015,5
255,1511,771,48,5,2,2,2,1,0.9099999999999999,484588800000.0,2015,5
256,1134,1451,32,4,1,1,2,2,0.6666666666666666,484588800000.0,2015,5
257,352,1556,28,3,0,0,2,1,0.07500000000000001,484588800000.0,2015,5
258,989,612,32,1,1,2,2,1,0.25,484416000000.0,2015,5
259,1585,516,28,5,0,0,2,1,0.4166666666666667,484329600000.0,2015,5
260,587,1272,28,4,0,0,2,1,0.4333333333333334,484329600000.0,2015,5
261,1327,24,13,4,1,2,2,1,-0.3666666666666667,484329600000.0,2015,5
262,1203,406,39,5,5,8,2,1,0.2592261904761905,484329600000.0,2015,5
263,362,1052,28,3,0,0,2,1,-0.225,484243200000.0,2015,5
264,1316,641,15,5,0,0,2,1,0.6166666666666667,484243200000.0,2015,5
265,1098,1357,16,5,0,1,2,1,0.7,484243200000.0,2015,5
266,1221,965,20,4,0,1,2,1,0.4297619047619048,484156800000.0,2015,5
267,780,645,13,3,0,0,2,1,0.26666666666666666,484156800000.0,2015,5
268,1021,934,48,5,0,0,2,1,0.40727272727272734,484070400000.0,2015,5
269,1339,531,28,4,0,0,2,1,0.12604166666666666,483897600000.0,2015,5
270,852,1563,13,5,3,3,2,1,0.17198660714285713,483897600000.0,2015,5
271,1466,1262,79,5,1,1,2,1,1.0,483897600000.0,2015,5
272,394,410,54,5,0,0,2,1,0.65,483897600000.0,2015,5
273,333,1288,71,4,2,3,2,1,0.548051948051948,483811200000.0,2015,5
274,1127,765,2,5,1,1,2,1,0.37812500000000004,483724800000.0,2015,5
275,13,1026,39,4,7,7,2,1,0.55,483638400000.0,2015,4
276,312,1050,30,5,1,2,2,1,0.3595238095238095,483465600000.0,2015,4
277,1350,1324,54,1,0,4,2,2,-0.8,483465600000.0,2015,4
278,1313,768,13,4,0,0,2,1,0.5333333333333333,483465600000.0,2015,4
279,145,265,67,1,2,2,2,2,-0.23333333333333325,483379200000.0,2015,4
280,119,193,13,4,0,0,2,1,0.25,483379200000.0,2015,4
281,226,330,32,2,1,4,2,1,0.1029761904761905,483379200000.0,2015,4
282,624,894,17,3,3,3,2,1,-0.029682539682539682,483379200000.0,2015,4
283,1153,1521,20,5,0,0,2,1,1.0,483292800000.0,2015,4
284,1386,16,3,2,0,0,2,2,-0.14900000000000002,483292800000.0,2015,4
285,944,854,55,1,0,0,2,2,0.0,483292800000.0,2015,4
286,491,369,13,4,1,1,2,1,0.2,483206400000.0,2015,4
287,276,210,54,5,0,0,2,1,0.5136363636363637,483033600000.0,2015,4
288,572,114,48,1,5,6,2,1,0.08992673992673991,483033600000.0,2015,4
289,627,296,68,1,1,1,2,2,-0.015530303030303024,483033600000.0,2015,4
290,1470,57,79,5,0,0,2,1,0.4681818181818182,482947200000.0,2015,4
291,1551,1330,16,1,1,2,2,1,-0.29545454545454547,482947200000.0,2015,4
292,409,239,54,5,0,0,2,1,0.4666666666666667,482860800000.0,2015,4
293,651,1111,13,5,0,0,2,1,0.25,482860800000.0,2015,4
294,1222,207,20,1,15,15,2,2,0.09,482860800000.0,2015,4
295,966,565,12,4,10,11,2,1,0.3666666666666667,482860800000.0,2015,4
296,398,1186,54,5,8,8,2,1,0.34090909090909094,482688000000.0,2015,4
297,550,698,15,5,0,0,2,1,0.3129251700680272,482688000000.0,2015,4
298,1314,21,29,4,1,3,2,2,0.19666666666666668,482601600000.0,2015,4
299,732,1108,13,5,0,0,2,1,0.25,482601600000.0,2015,4
300,443,233,13,3,0,0,2,1,-0.2,482428800000.0,2015,4
301,272,346,44,5,0,0,2,1,0.9,482428800000.0,2015,4
302,1312,1546,30,4,0,0,2,1,0.0,482428800000.0,2015,4
303,295,566,2,1,1,1,2,1,0.0,482428800000.0,2015,4
304,1540,1408,29,4,0,1,2,1,0.6666666666666666,482428800000.0,2015,4
305,22,297,63,1,0,0,2,1,-0.2,482428800000.0,2015,4
306,702,807,13,4,0,0,2,2,0.39999999999999997,482428800000.0,2015,4
307,1537,1593,48,1,0,3,2,1,-0.1,482342400000.0,2015,4
308,241,1583,20,5,0,0,2,1,0.0,482256000000.0,2015,4
309,951,801,79,1,2,3,2,1,0.2681818181818182,482256000000.0,2015,4
310,783,196,13,5,0,0,2,1,0.5619047619047618,482169600000.0,2015,4
311,847,338,79,5,0,0,2,1,0.8,482169600000.0,2015,4
312,182,1289,44,5,0,0,2,1,0.6,482169600000.0,2015,4
313,499,1028,13,3,0,0,2,1,0.41571428571428565,482169600000.0,2015,4
314,400,393,28,5,0,0,2,1,0.04722222222222222,482169600000.0,2015,4
315,675,1500,2,5,2,2,2,1,0.2425,481996800000.0,2015,4
316,213,784,58,4,0,0,2,1,0.06666666666666665,481910400000.0,2015,4
317,729,830,2,5,2,2,2,1,0.6166666666666667,481910400000.0,2015,4
318,895,1452,13,4,0,0,2,1,0.375,481824000000.0,2015,4
319,239,1187,54,5,0,0,2,1,0.65,481737600000.0,2015,4
320,1144,1455,57,5,0,0,2,1,0.7333333333333334,481737600000.0,2015,4
321,1111,300,8,5,1,2,2,1,0.28722222222222227,481651200000.0,2015,4
322,663,1018,0,1,0,6,2,2,0.0,481651200000.0,2015,4
323,1020,289,23,1,24,29,2,1,0.10514354066985646,481651200000.0,2015,4
324,1132,1553,54,5,0,0,2,2,0.4,481564800000.0,2015,4
325,199,1217,57,5,0,0,2,1,0.0,481478400000.0,2015,4
326,1106,319,79,5,0,0,2,1,0.31393939393939396,481478400000.0,2015,4
327,615,1385,54,5,0,0,2,1,0.39166666666666666,481392000000.0,2015,4
328,196,61,28,5,0,0,2,1,0.7666666666666666,481305600000.0,2015,4
329,767,78,16,4,0,0,2,1,0.12678571428571428,481219200000.0,2015,4
330,73,73,76,5,0,0,2,1,0.2220238095238095,481219200000.0,2015,4
331,677,1374,13,2,1,2,2,1,0.2736111111111111,481219200000.0,2015,4
332,699,1127,44,5,0,0,2,1,0.15793650793650796,481219200000.0,2015,4
333,1352,1167,44,5,0,0,2,2,0.13333333333333333,481219200000.0,2015,4
334,1498,283,50,1,0,0,2,1,-0.028125,481046400000.0,2015,3
335,471,1498,29,4,0,1,2,1,0.15999999999999998,481046400000.0,2015,3
336,849,464,40,1,0,0,2,2,0.11688311688311688,480873600000.0,2015,3
337,214,1263,28,5,0,0,2,1,0.8,480614400000.0,2015,3
338,1583,1098,2,5,1,1,2,1,0.29464285714285715,480614400000.0,2015,3
339,602,552,76,4,1,1,2,1,0.21904761904761905,480614400000.0,2015,3
340,399,629,29,5,0,1,2,1,0.0,480528000000.0,2015,3
341,977,724,76,5,0,0,2,1,0.7000000000000001,480441600000.0,2015,3
342,1541,961,29,1,1,26,2,1,-0.03333333333333333,480441600000.0,2015,3
343,1183,674,28,4,0,0,2,1,0.35833333333333334,480355200000.0,2015,3
344,831,489,16,4,0,0,2,1,0.1208333333333333,480355200000.0,2015,3
345,1538,1438,13,5,1,1,2,1,-0.2916666666666667,480355200000.0,2015,3
346,648,1416,44,4,0,0,2,1,0.1788095238095238,480268800000.0,2015,3
347,1181,1043,57,5,0,0,2,1,0.0,480268800000.0,2015,3
348,1232,1195,55,1,0,0,2,2,-0.09285714285714286,480182400000.0,2015,3
349,238,1033,28,5,0,0,2,1,1.0,480182400000.0,2015,3
350,1506,214,28,5,1,1,2,1,0.51,479923200000.0,2015,3
351,270,1603,21,1,6,7,2,2,-0.038825757575757576,479836800000.0,2015,3
352,760,1198,28,3,0,0,2,1,0.04285714285714286,479750400000.0,2015,3
353,1467,560,74,5,1,2,2,1,0.4428571428571428,479750400000.0,2015,3
355,1451,218,12,5,0,1,2,1,0.6444444444444445,479750400000.0,2015,3
356,1439,785,54,4,0,0,2,1,0.17291666666666666,479750400000.0,2015,3
357,713,1581,44,1,2,2,2,1,-0.16666666666666666,479664000000.0,2015,3
358,797,962,44,4,0,0,2,1,0.35000000000000003,479664000000.0,2015,3
359,1513,105,24,3,1,1,2,2,0.0744047619047619,479664000000.0,2015,3
360,229,301,32,2,1,2,2,1,0.38749999999999996,479664000000.0,2015,3
361,917,1413,13,5,0,0,2,1,0.58,479664000000.0,2015,3
362,736,85,13,1,1,1,2,1,0.12499999999999999,479577600000.0,2015,3
363,633,442,8,1,14,18,2,1,0.41,479491200000.0,2015,3
364,228,1254,79,4,0,0,2,1,0.0,479491200000.0,2015,3
365,880,404,2,4,1,1,2,1,0.3388888888888889,479404800000.0,2015,3
366,640,1310,40,1,0,0,2,2,-0.15833333333333333,479404800000.0,2015,3
367,187,298,67,1,2,2,2,2,-0.09393939393939395,479318400000.0,2015,3
