,customer_id,review_id,product_id,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_body,review_date,year,month
95,3835,1723,470,5,0,1,1,0,0.10952380952380954,493488000000.0,2015,8
96,5095,6899,526,5,0,0,0,1,0.290530303030303,493488000000.0,2015,8
97,10402,6515,452,3,0,0,1,0,0.024999999999999998,493488000000.0,2015,8
98,2134,54,526,5,1,1,1,0,0.46388888888888885,493488000000.0,2015,8
99,9883,6066,508,5,0,0,1,0,0.39999999999999997,493488000000.0,2015,8
100,2120,668,452,1,0,0,1,0,0.35,493488000000.0,2015,8
101,60,4632,171,5,0,0,1,0,0.6,493401600000.0,2015,8
102,218,11224,499,4,0,0,1,0,0.8,493401600000.0,2015,8
103,4756,9263,339,2,0,0,1,0,-0.16666666666666666,493401600000.0,2015,8
104,6543,10967,533,1,2,2,1,0,-0.4,493401600000.0,2015,8
105,6341,5652,132,5,0,2,1,0,0.65,493401600000.0,2015,8
106,301,6693,198,5,0,0,1,0,0.0,493401600000.0,2015,8
107,7514,4844,470,5,0,0,1,0,0.0,493401600000.0,2015,8
108,6948,5861,171,4,0,0,1,0,0.39999999999999997,493401600000.0,2015,8
109,60,9367,452,5,0,0,1,0,0.6,493401600000.0,2015,8
110,9764,3380,87,5,0,0,1,0,0.4166666666666667,493401600000.0,2015,8
111,8086,1151,241,5,0,0,1,0,1.0,493401600000.0,2015,8
112,7797,10677,189,5,0,0,1,0,0.36428571428571427,493401600000.0,2015,8
113,3346,6926,246,5,0,0,1,0,0.14675324675324675,493315200000.0,2015,8
114,4123,967,189,5,0,0,1,0,0.05000000000000001,493315200000.0,2015,8
115,7869,5944,201,4,0,2,1,0,0.6,493315200000.0,2015,8
116,10179,9916,468,5,0,0,1,0,0.675,493315200000.0,2015,8
117,8382,3561,371,2,0,0,1,0,-0.3,493315200000.0,2015,8
118,1010,4014,508,4,0,0,1,0,-0.006944444444444457,493315200000.0,2015,8
119,8031,7794,80,5,0,0,1,0,0.7,493315200000.0,2015,8
120,6917,2064,452,3,0,0,1,0,0.1375,493315200000.0,2015,8
121,7186,11177,410,5,2,2,1,0,0.22369791666666666,493315200000.0,2015,8
122,11285,305,132,4,0,0,1,0,0.2333333333333333,493315200000.0,2015,8
123,5282,1724,189,5,0,0,1,0,1.0,493315200000.0,2015,8
124,1498,2355,289,2,0,1,1,0,0.20999999999999996,493315200000.0,2015,8
125,1664,10349,36,5,0,0,1,0,0.35,493315200000.0,2015,8
126,2498,8018,526,4,2,3,0,1,0.31296666666666667,493228800000.0,2015,8
127,3899,5365,328,5,0,0,1,0,0.5,493228800000.0,2015,8
128,5845,1958,171,5,0,0,1,0,0.2777777777777778,493228800000.0,2015,8
129,5077,4528,171,5,0,0,1,1,-0.05416666666666667,493228800000.0,2015,8
130,5044,2862,78,3,0,0,1,0,0.0,493228800000.0,2015,8
131,6164,8240,123,3,0,1,0,1,0.2327922077922078,493228800000.0,2015,8
132,10502,3971,36,5,0,0,1,0,0.8,493228800000.0,2015,8
133,5017,6502,189,5,0,0,1,0,-0.11458333333333333,493228800000.0,2015,8
134,6070,6834,452,5,0,0,1,0,0.625,493228800000.0,2015,8
135,2776,1643,36,5,0,0,1,0,0.4,493228800000.0,2015,8
136,9730,1511,289,5,0,0,1,0,0.8,493228800000.0,2015,8
137,10416,2363,132,4,0,1,1,0,0.016666666666666656,493228800000.0,2015,8
138,9816,5318,377,5,2,2,1,0,0.2416666666666667,493228800000.0,2015,8
139,4083,1740,382,5,0,1,1,1,0.22999999999999998,493142400000.0,2015,8
140,2978,4560,452,5,0,0,1,0,0.5,493142400000.0,2015,8
141,8711,6554,392,4,0,0,1,0,0.0,493142400000.0,2015,8
142,6134,7855,36,1,0,0,1,0,0.0,493142400000.0,2015,8
143,2235,2657,410,3,0,0,1,0,0.35,493142400000.0,2015,8
144,1281,844,132,1,1,1,1,0,0.2586363636363636,493142400000.0,2015,8
145,9716,9829,69,5,0,0,1,0,0.5,493142400000.0,2015,8
146,5849,5708,128,5,0,0,1,0,0.3333333333333333,493142400000.0,2015,8
147,219,3383,526,5,0,0,0,1,0.10907051282051283,493142400000.0,2015,8
148,352,11442,328,5,0,1,1,0,0.35,493142400000.0,2015,8
149,10467,7681,198,5,0,0,1,0,0.5,493142400000.0,2015,8
150,9523,155,81,5,0,0,1,0,1.0,493142400000.0,2015,8
151,6471,2257,289,1,0,1,1,0,0.30000000000000004,493142400000.0,2015,8
152,2855,1349,467,5,0,0,1,1,0.109375,493142400000.0,2015,8
153,2330,4824,452,5,0,0,1,0,0.6499999999999999,493142400000.0,2015,8
154,591,151,189,1,1,1,1,0,0.0,493142400000.0,2015,8
155,2421,1796,513,3,1,1,1,0,0.0,493142400000.0,2015,8
156,11066,2132,452,5,0,0,1,0,0.7,493142400000.0,2015,8
157,3425,9082,217,3,0,0,1,0,0.275,493056000000.0,2015,8
158,6550,10461,246,4,0,0,1,0,0.23111111111111107,493056000000.0,2015,8
159,1754,1178,468,5,0,0,1,0,-0.1,493056000000.0,2015,8
160,1524,5300,468,5,0,0,1,0,0.8,493056000000.0,2015,8
161,3599,7793,95,5,0,0,1,0,0.32499999999999996,493056000000.0,2015,8
162,5992,2623,80,3,0,1,1,0,-0.11333333333333334,493056000000.0,2015,8
163,1865,8370,452,3,0,1,1,0,0.01666666666666666,493056000000.0,2015,8
164,8368,6384,526,4,0,0,0,1,0.14511111111111108,493056000000.0,2015,8
165,10915,154,246,4,0,0,1,0,0.0,493056000000.0,2015,8
166,7507,7669,166,5,0,0,1,0,0.7,493056000000.0,2015,8
167,5931,6325,171,4,0,0,1,0,-0.125,493056000000.0,2015,8
168,3513,5140,468,5,0,0,1,0,0.7,493056000000.0,2015,8
169,5533,457,134,5,0,0,1,0,0.5666666666666667,493056000000.0,2015,8
170,8227,10786,236,5,0,0,1,0,0.024999999999999994,493056000000.0,2015,8
171,848,2107,78,1,1,2,1,0,-0.14242424242424237,493056000000.0,2015,8
172,4919,6799,226,3,8,9,1,0,0.21079414838035526,493056000000.0,2015,8
173,7243,7652,171,1,0,0,1,0,1.850371707708594e-17,493056000000.0,2015,8
174,8886,3454,399,2,1,1,1,0,0.08124999999999999,493056000000.0,2015,8
175,3252,8067,281,4,0,0,1,0,0.37222222222222223,492969600000.0,2015,8
176,9477,5920,452,5,0,0,1,0,0.05166666666666667,492969600000.0,2015,8
177,5954,7816,289,3,0,0,1,0,-0.09999999999999998,492969600000.0,2015,8
178,1588,7093,499,5,2,3,1,0,0.09116666666666667,492969600000.0,2015,8
179,10357,1103,189,1,4,4,1,0,-0.08,492969600000.0,2015,8
180,1874,3969,123,5,0,1,0,1,0.20544871794871794,492969600000.0,2015,8
181,1960,10059,123,5,0,1,0,1,0.0715151515151515,492969600000.0,2015,8
182,2001,302,201,5,0,1,1,0,0.5,492969600000.0,2015,8
183,10541,1128,526,5,0,0,0,1,0.2062962962962963,492883200000.0,2015,8
184,8750,6045,123,5,2,3,0,1,0.22158730158730167,492883200000.0,2015,8
185,4677,9008,526,4,2,2,0,1,0.24241869918699188,492883200000.0,2015,8
186,8193,1193,286,2,1,1,1,0,0.4,492883200000.0,2015,8
187,4703,4822,243,4,1,1,1,0,-0.016666666666666656,492883200000.0,2015,8
188,1866,3007,452,5,0,0,1,0,0.8,492883200000.0,2015,8
189,8750,9270,526,5,19,26,0,1,0.2531746031746033,492883200000.0,2015,8
190,6473,6573,299,5,0,0,1,0,0.5,492883200000.0,2015,8
191,1464,3711,452,5,0,0,1,0,0.315,492883200000.0,2015,8
192,8038,9313,71,5,0,0,1,0,0.0,492883200000.0,2015,8
193,9678,1500,328,4,0,0,1,0,0.7,492883200000.0,2015,8
194,10027,10131,132,5,1,2,1,0,0.1596587043908472,492883200000.0,2015,8
195,121,10521,132,5,2,2,1,0,0.3666666666666667,492883200000.0,2015,8
196,10932,8269,134,5,0,0,1,0,0.07702380952380952,492796800000.0,2015,8
197,7156,1302,286,3,0,0,1,0,-0.05833333333333332,492796800000.0,2015,8
198,415,3397,132,5,0,0,1,0,0.2739664502164502,492796800000.0,2015,8
199,1141,9953,198,5,0,0,1,0,0.16666666666666666,492796800000.0,2015,8
200,425,7715,508,4,0,0,1,0,0.48000000000000004,492796800000.0,2015,8
201,4364,9666,171,5,0,0,1,0,0.7,492796800000.0,2015,8
202,8505,157,419,2,6,6,1,0,-0.027777777777777776,492796800000.0,2015,8
203,6149,6871,533,5,0,0,1,0,0.1,492796800000.0,2015,8
204,7703,387,299,5,0,0,1,0,0.8,492796800000.0,2015,8
205,1657,8988,526,5,1,1,0,1,0.1803030303030303,492796800000.0,2015,8
206,1874,534,526,5,0,0,0,1,0.29333333333333333,492710400000.0,2015,8
207,10311,1997,189,5,0,0,1,0,0.36388888888888893,492710400000.0,2015,8
208,5452,1965,377,5,0,0,1,0,0.058712121212121215,492710400000.0,2015,8
209,3135,1688,246,5,1,1,1,0,0.4583333333333333,492710400000.0,2015,8
210,11198,383,526,3,7,10,0,1,0.08306760204081634,492710400000.0,2015,8
211,6340,10194,123,3,1,2,0,1,0.08574074074074074,492710400000.0,2015,8
212,267,6297,198,5,0,0,1,0,0.21666666666666667,492710400000.0,2015,8
213,3581,9402,132,5,2,4,1,1,0.20977925809822365,492710400000.0,2015,8
214,10376,6388,457,5,0,0,1,0,0.09999999999999999,492710400000.0,2015,8
215,3008,5200,189,5,0,0,1,0,0.525,492710400000.0,2015,8
216,2036,9816,410,4,1,1,1,0,0.30253968253968255,492710400000.0,2015,8
217,3660,6,452,5,0,0,1,0,0.4166666666666667,492710400000.0,2015,8
218,10819,4306,377,5,0,0,1,0,0.25116666666666665,492624000000.0,2015,8
219,2561,9636,443,4,1,1,1,0,0.175625,492624000000.0,2015,8
220,6495,4762,189,5,0,0,1,0,0.35000000000000003,492624000000.0,2015,8
221,2930,10578,289,3,2,3,1,0,0.1884615384615385,492624000000.0,2015,8
222,8090,1842,392,1,0,0,1,0,-0.3833333333333333,492624000000.0,2015,8
224,3787,8183,123,5,0,1,0,1,0.21153846153846154,492624000000.0,2015,8
225,9053,7542,468,4,0,0,1,0,0.8,492624000000.0,2015,8
226,11103,7667,171,5,0,0,1,0,0.23333333333333336,492624000000.0,2015,8
227,2790,8229,198,1,0,0,1,0,-0.4,492624000000.0,2015,8
228,2703,9686,80,3,0,0,1,0,0.05694444444444444,492624000000.0,2015,8
229,7691,8826,117,5,0,0,1,0,0.26199999999999996,492624000000.0,2015,8
230,2538,3329,452,5,0,0,1,0,0.7666666666666666,492537600000.0,2015,8
231,9552,1840,71,5,0,0,1,0,0.0,492537600000.0,2015,8
232,2260,2520,377,4,0,1,1,0,0.5,492537600000.0,2015,8
233,2531,10398,71,3,0,0,1,0,-0.02666666666666666,492537600000.0,2015,8
234,8683,76,460,5,0,0,1,0,0.7,492537600000.0,2015,8
235,6479,665,132,5,0,0,1,0,0.5,492537600000.0,2015,8
236,7598,2768,513,4,0,0,1,0,0.5,492537600000.0,2015,8
237,2521,7573,347,4,0,0,1,0,0.19999999999999996,492537600000.0,2015,8
238,10599,7640,499,5,0,0,1,0,1.0,492537600000.0,2015,8
239,9133,3727,203,3,5,6,1,0,-0.19,492537600000.0,2015,8
240,5627,7540,347,5,0,0,1,0,0.21666666666666667,492537600000.0,2015,8
241,6500,8200,132,5,0,0,1,0,1.0,492537600000.0,2015,8
242,11343,7150,132,4,0,0,1,0,0.08657407407407408,492537600000.0,2015,8
243,6533,5510,71,5,0,0,1,0,0.6666666666666666,492537600000.0,2015,8
244,8758,5056,105,5,0,0,1,0,0.5125,492537600000.0,2015,8
245,1357,438,508,5,0,0,1,0,0.3666666666666667,492537600000.0,2015,8
246,3068,7775,468,2,0,0,1,0,1.0,492537600000.0,2015,8
247,5280,6765,526,5,0,0,0,1,0.18709876543209877,492537600000.0,2015,8
248,830,3464,171,5,0,0,1,1,0.6444444444444445,492537600000.0,2015,8
249,10456,6354,508,2,1,1,1,0,0.20727272727272725,492537600000.0,2015,8
250,10097,7201,153,5,1,1,1,0,0.07708333333333334,492537600000.0,2015,8
251,259,2445,313,5,0,0,1,0,0.5,492537600000.0,2015,8
252,4599,2989,453,4,0,0,1,0,0.5,492537600000.0,2015,8
253,2596,433,452,4,0,0,1,0,-0.20625,492451200000.0,2015,8
254,4907,2465,226,5,0,0,1,0,0.15666666666666665,492451200000.0,2015,8
255,9399,8836,189,5,0,0,1,0,0.5333333333333333,492451200000.0,2015,8
256,3465,4228,526,4,0,1,0,1,0.10827067669172931,492451200000.0,2015,8
257,8205,442,128,5,0,0,1,0,0.2166666666666667,492451200000.0,2015,8
258,4564,10352,452,4,0,0,1,0,0.1405785123966942,492451200000.0,2015,8
259,3686,3163,468,2,0,1,1,0,0.05416666666666664,492451200000.0,2015,8
260,9152,4943,336,5,0,0,1,0,0.9099999999999999,492451200000.0,2015,8
261,140,4316,409,5,0,0,1,0,0.0,492451200000.0,2015,8
262,7012,80,105,5,0,0,1,0,0.2375,492451200000.0,2015,8
263,2820,2093,112,4,0,0,1,0,0.5583333333333333,492451200000.0,2015,8
264,7966,8460,132,5,0,0,1,0,0.5125,492451200000.0,2015,8
265,1103,8033,198,5,1,1,1,0,0.2,492451200000.0,2015,8
266,1256,742,71,5,0,0,1,0,0.0,492451200000.0,2015,8
267,1673,3937,508,5,0,0,1,0,1.0,492451200000.0,2015,8
268,7898,10481,410,5,1,1,1,0,0.25962121212121214,492364800000.0,2015,8
269,3792,10366,452,4,0,0,1,0,0.26666666666666666,492364800000.0,2015,8
270,4145,6286,189,5,0,0,1,0,0.0,492364800000.0,2015,8
271,3939,9366,336,5,0,0,1,0,0.5,492364800000.0,2015,8
272,3652,6280,399,5,0,0,1,0,0.35833333333333334,492364800000.0,2015,8
273,11089,2884,189,1,2,2,1,0,0.0,492364800000.0,2015,8
274,5719,7964,81,5,0,0,1,0,0.056000000000000015,492364800000.0,2015,8
275,10646,7088,171,5,0,0,1,0,0.4666666666666667,492364800000.0,2015,8
276,8725,719,371,3,0,0,1,0,-0.05333333333333332,492364800000.0,2015,8
277,6762,11184,189,5,0,0,1,0,0.0,492364800000.0,2015,8
278,9765,43,289,5,2,2,1,0,0.2544444444444444,492364800000.0,2015,8
279,5220,10830,438,2,0,0,1,0,0.525,492278400000.0,2015,8
280,496,3302,123,4,0,1,0,1,0.21583333333333332,492278400000.0,2015,8
281,8068,1728,452,1,1,1,1,0,0.0,492278400000.0,2015,8
282,2502,5282,275,3,1,1,1,0,-0.1875,492278400000.0,2015,8
283,3031,7578,71,1,0,0,1,0,-0.2,492278400000.0,2015,8
284,10007,3634,123,5,0,1,0,1,0.0376010101010101,492278400000.0,2015,8
285,3856,581,75,5,0,0,1,0,0.5333333333333333,492278400000.0,2015,8
286,2046,2714,171,5,0,0,1,0,0.10666666666666666,492278400000.0,2015,8
287,2742,3627,452,5,0,0,1,0,0.030555555555555558,492278400000.0,2015,8
288,7254,8344,367,5,0,0,1,0,0.6,492278400000.0,2015,8
289,9475,7845,246,5,0,0,1,0,0.014583333333333337,492192000000.0,2015,8
290,11167,11042,236,2,2,2,1,0,0.20303030303030303,492192000000.0,2015,8
291,4472,4102,452,5,0,0,1,0,0.0,492192000000.0,2015,8
292,5511,10956,171,4,0,0,1,0,0.41111111111111115,492192000000.0,2015,8
293,9394,6996,189,5,0,0,1,0,0.43380952380952387,492192000000.0,2015,8
294,9296,5038,171,5,0,0,1,0,0.48000000000000004,492192000000.0,2015,8
295,8446,1825,171,5,1,1,1,0,0.14444444444444446,492192000000.0,2015,8
296,3004,246,189,5,0,0,1,0,0.5833333333333334,492192000000.0,2015,8
297,4196,7131,275,4,0,0,1,0,0.6,492192000000.0,2015,8
298,5070,6372,268,2,0,0,1,0,0.15333333333333335,492192000000.0,2015,8
299,7553,10321,452,5,0,0,1,0,0.5,492192000000.0,2015,8
300,10042,4934,226,5,0,0,1,0,0.0,492192000000.0,2015,8
301,1423,178,526,5,0,0,0,1,0.16777777777777775,492192000000.0,2015,8
302,8474,8913,198,2,0,0,1,0,-0.0016666666666666635,492192000000.0,2015,8
303,8127,9243,373,5,2,4,1,0,0.14357142857142857,492192000000.0,2015,8
304,6276,10376,123,4,0,1,0,1,0.022222222222222227,492192000000.0,2015,8
305,906,3348,198,5,0,0,1,0,0.5666666666666667,492192000000.0,2015,8
306,4080,10066,516,5,0,0,1,0,0.3,492192000000.0,2015,8
307,10087,9106,81,1,0,0,1,0,-0.1,492192000000.0,2015,8
308,2216,4231,526,5,0,0,0,1,0.11634615384615382,492192000000.0,2015,8
309,3740,2299,123,5,0,1,0,1,0.13429487179487182,492105600000.0,2015,8
310,7993,3343,189,5,0,0,1,0,0.27166666666666667,492105600000.0,2015,8
311,2475,2146,457,1,39,46,1,0,0.18025252525252522,492105600000.0,2015,8
312,5642,11004,217,5,0,0,1,0,-0.06666666666666668,492105600000.0,2015,8
313,1779,9100,508,4,0,0,1,0,0.475,492105600000.0,2015,8
314,5238,761,460,1,0,0,1,0,-0.75,492105600000.0,2015,8
315,6124,7857,236,4,0,0,1,0,0.25,492105600000.0,2015,8
316,7933,10023,132,5,0,0,1,0,0.21999999999999997,492105600000.0,2015,8
317,3062,1075,388,3,0,0,1,0,-0.00555555555555555,492105600000.0,2015,8
318,7199,4588,47,5,0,0,1,0,0.0888888888888889,492105600000.0,2015,8
319,9023,8954,526,5,0,0,0,1,0.33333333333333337,492105600000.0,2015,8
320,4642,6545,189,5,0,0,1,0,0.09450757575757576,492105600000.0,2015,8
321,4828,11119,468,5,0,0,1,0,0.19999999999999996,492105600000.0,2015,8
322,5379,8497,457,3,0,2,1,0,0.0,492105600000.0,2015,8
323,2687,4551,392,5,0,0,1,0,0.6000000000000001,492019200000.0,2015,8
324,8248,4428,347,5,0,0,1,0,0.45,492019200000.0,2015,8
325,4406,1343,460,5,0,0,1,0,0.38,492019200000.0,2015,8
326,1821,7551,217,5,1,1,1,0,0.11666666666666668,492019200000.0,2015,8
327,2111,5218,452,3,0,0,1,0,0.24999999999999997,492019200000.0,2015,8
328,9661,2759,392,2,0,0,1,0,-0.25,492019200000.0,2015,8
329,5272,10737,112,4,1,2,1,0,0.10243506493506493,492019200000.0,2015,8
330,8525,8518,71,5,0,0,1,0,0.25,492019200000.0,2015,8
331,9043,11328,78,4,0,0,1,0,0.125,492019200000.0,2015,8
332,10203,9835,468,5,0,0,1,0,0.7,492019200000.0,2015,8
333,6435,7644,243,2,0,0,1,0,-0.2142857142857143,492019200000.0,2015,8
334,2326,5651,243,3,0,0,1,0,0.005357142857142859,491932800000.0,2015,8
335,9868,7950,132,1,19,41,1,0,0.051388888888888894,491932800000.0,2015,8
336,8980,838,241,5,0,0,1,0,1.0,491932800000.0,2015,8
337,2815,8640,452,1,0,0,1,0,0.0,491932800000.0,2015,8
338,9243,10994,508,5,0,0,1,0,0.7,491932800000.0,2015,8
339,5534,4578,513,3,1,1,1,0,0.0,491932800000.0,2015,8
340,9916,7013,470,1,0,0,1,0,0.13333333333333333,491932800000.0,2015,8
341,2371,9476,112,1,1,2,1,0,0.04166666666666668,491932800000.0,2015,8
342,9521,7489,140,4,0,0,1,0,0.4166666666666667,491932800000.0,2015,8
343,9975,10605,123,2,0,0,0,1,0.054761904761904776,491932800000.0,2015,8
344,3669,7066,468,5,0,0,1,0,0.2388888888888889,491932800000.0,2015,8
345,6355,22,198,3,0,1,1,0,0.10000000000000002,491932800000.0,2015,8
346,6865,10652,123,5,0,0,0,1,0.12055555555555557,491846400000.0,2015,8
347,2848,4558,275,4,1,1,1,0,0.14545454545454548,491846400000.0,2015,8
348,598,9105,112,5,0,0,1,1,0.33579545454545456,491846400000.0,2015,8
349,9868,287,499,2,2,2,1,1,0.08571428571428573,491846400000.0,2015,8
350,1172,4935,508,5,0,0,1,0,0.5,491846400000.0,2015,8
351,10072,9152,201,4,0,0,1,0,0.0,491846400000.0,2015,8
352,10664,4079,367,5,0,0,1,0,0.4125,491846400000.0,2015,8
353,5331,5075,281,5,0,1,1,1,0.19848484848484851,491846400000.0,2015,8
354,6069,8081,153,5,0,0,1,0,0.9099999999999999,491846400000.0,2015,8
355,1917,3498,80,5,0,0,1,0,1.0,491846400000.0,2015,8
356,9881,96,452,5,0,0,1,0,0.41805555555555557,491846400000.0,2015,8
357,3382,6250,321,5,2,2,1,1,0.1906060606060606,491846400000.0,2015,8
358,3372,1491,189,5,0,0,1,0,0.8,491760000000.0,2015,8
